section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,sub_section_number,sub_section_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2489_s_26,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,2,พฤฆสภา,26,content,,,content,สมาชิกภาพแห่งพฤฒสภา มีกำหนดเวลา คราวละแปดปี ฉะเพาะในเรื่องแรกเมื่อครบกำหนดสามปี ให้มีการเปลี่ยนสมาชิกถึงหนึ่งโดยวิธีขับสลาก แต่ผู้ที่ออก ไปมีสิทธิได้รับเลือกตั้งกลับเข้ามาอีก ถ้าตำแหน่งสมาชิกว่างลงเพราะเหตุอื่นนอกจากจึงตรวจ ออกตามวาระ ให้รัฐสภาเลือกบุคคลผู้มีคุณสมบัติตามความใน มาตรา 25 เข้าเป็นสมาชิกแทนตามวิธีการที่กำหนดใน กฎหมายว่าด้วยการเลือกตั้งสมาชิกพฤฒสภา สมาชิกที่เข้า มาแทนนั้นย่อมอยู่ในตำแหน่งได้เทียงเท่ากำหนดเวลาของผู้ ซึ่งตนแทน
const_2489_s_27,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,2,พฤฆสภา,27,content,,,content,สมาชิกภาพแห่งพฤฒสภาสิ้นสุดลง เมื่อ (1) ถึงคราวออกตามวาระ (2) ตาย (3) ลาออก (4) ขาดคุณสมบัติตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกพุฒสภา
const_2489_s_28,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,2,พฤฆสภา,28,content,,,content,ในระหว่างที่สภาผู้แทนราษฎร การประชุม พฤติกรรมนั้น จะกระทำมิได้
const_2489_s_29,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,3,สภาผู้แทน,29,content,,,content,สภาผู้แทนประกอบด้วยสมาชิกที่ราษฎรเลือกตั้งตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทน สมาชิกสภาผู้แทนต้องไม่เป็นข้าราชการประจำ การเลื่อนตั้งสมาชิกสภาผู้แทน ให้ใช้วิธีลงคะแนนออกเสียงโดยตรงและถูกต้อง
const_2489_s_30,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,3,สภาผู้แทน,30,content,,,content,คุณสมบัติของผู้เลือกตั้งและผู้สมัครรับเลือกตั้ง อีกทั้งหลักเกณฑ์และวิธีการเลือกตั้งและจำนวนสมาชิกให้เป็นไปตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทน
const_2489_s_31,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,3,สภาผู้แทน,31,content,,,content,อายุของสภาผู้แทนมีกำหนดเวลาคราวละสี่ปี ถ้าตำแหน่งสมาชิกว่างลงเพราะเหตุอื่น นอกจากถึงคราวออกตามอายุของสภาหรือยุบสภา ให้เลือกตั้งสมาชิกขึ้นแทนภายในกำหนดเวลาเก้าสิบวัน เว้นแต่อายุของสภาจะเหลือไม่ถึงหกเดือน สมาชิกที่เข้ามาแทนนั้นย่อมอยู่ในตำแหน่งได้เพียงเท่ากำหนดเวลาของผู้ซึ่งตนแทน
const_2489_s_32,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,3,สภาผู้แทน,32,content,,,content,พระมหากษัตริย์ทรงไว้ซึ่งพระราชอำนาจที่จะยุบสภาผู้แทน เพื่อให้ราษฎรเลือกตั้งสมาชิกมาใหม่ ในพระราชกฤษฎีกาให้ยุบสภา ต้องมีกำหนดเวลาให้เลือกตั้งสมาชิกใหม่ภายในเก้าสิบวัน การยุบสภาผู้แทนจะทำได้เพียงครั้งเดียวในเหตุกรณีเดียวกัน
const_2489_s_33,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,3,สภาผู้แทน,33,content,,,content,สมาชิกภาพแห่งสภาพผู้แทนสิ้นสุดลง เมื่อ (1) ถึงคราวออกตามอายุของสภาหรือยุบสภา (2) ตาย (3) ลาออก (4) ขาดคุณสมบัติตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทน
const_2489_s_34,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,3,สภาผู้แทน,34,content,,,content,สมาชิกสภาผู้แทนมีสิทธิเสนอญัตติขอเปิดอภิปรายทั่วไปเพื่อลงมติในวาระรัฐมนตรีรายตัวหรือทั้งคณะได้ โดยมีสมาชิกรับรองไม่ต่ำกว่าสิบสี่คน การลงมติในกรณีเช่นนี้มิให้กระทำในวันเกิดวันกับวันที่ปรึกษา
const_2489_s_35,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,35,content,,,content,ก่อนเข้ามารับหน้าที่ สภาชิพพฤฒสภาและสภาผู้แทนต้องปฏิญาณในวาระชุมแห่งสภาที่ตนเป็นสมาชิกว่า จะรักษาไว้และปฏิบัติตามซึ่งรัฐธรรมนูญนี้
const_2489_s_36,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,36,content,,,content,สภาชิพพฤฒสภาและสภาผู้แทน ย่อมเป็นผู้แทนปวงชนชาวไทย ในความผูกมัดแห่งอาณัติมอบหมายใด ๆ และต้องปฏิบัติตามตามความเห็นของตนโดยบริสุทธิ์ใจ เพื่อประโยชน์แก่รวมของปวงชนชาวไทย
const_2489_s_37,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,37,content,,,content,พระบาทสมเด็จพระคัมภีร์สมาชิกพฤฒสภาและสมาชิกสภาผู้แทนตามมติของสภานั้นๆ ให้เป็นประธานแห่งสภาคนหนึ่ง เป็นรองประธานคนหนึ่งหรือหลายคนก็ได้
const_2489_s_38,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,38,content,,,content,ประธานพฤฒสภา และประธานสภาผู้แทน มีหน้าที่ดำเนินกิจการของสภานั้น ๆ ให้เป็นไปตามระเบียบ รองประธานมีหน้าที่กระทำกิจการแทนประธานในเมื่อประธาน ไม่อยู่ หรือไม่สามารถปฏิบัติหน้าที่ได้
const_2489_s_39,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,39,content,,,content,ในเมื่อประธาน และรองประธานพฤฒสภา หรือสภาผู้แทนไม่อยู่ในที่ประชุม ให้สมาชิกของสภานั้น ๆ เลือกตั้งกันเองขึ้นเป็นประธานในคราวประชุมนั้น
const_2489_s_40,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,40,content,,,content,การประชุมของพฤฒสภาก็ดี หรือของ สภาผู้แทนก็ดี ทุกคราวต้องมีสมาชิกมาประชุมไม่ต่ำกว่าหนึ่ง ในสามของจำนวนสมาชิกทั้งหมด จึงเป็นองค์ประชุมได้
const_2489_s_41,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,41,content,,,content,การลงมติวินิจฉัยข้อปรึกษานั้น ให้ถือเอา เสียงข้างมากเป็นประมาณ เว้นไว้แต่เรื่องซึ่งมีบทบัญญัติไว้ เป็นพิเศษในรัฐธรรมนูญนี้ สมาชิกคนหนึ่งย่อมมีเสียงหนึ่งในการลงคะแนน ถ้ามี จำนวนเสียงลงคะแนนเท่ากัน ให้ประธานในที่ประชุมออก เสียงเพิ่มขึ้นได้อีกเสียงหนึ่งเป็นเสียงที่ขาด
const_2489_s_42,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,42,content,,,content,ในที่ประชุมแห่งสภา สมาชิกผู้ใดจะกล่าว ถ้อยคำใด ๆ ในทางแถลงข้อเท็จจริง หรือแสดงความเห็น หรือออกเสียงลงคะแนน ย่อมเป็นเอกสิทธิอันเด็ดขาด ผู้ใดจะนำไปเป็นเหตุฟ้องร้องว่ากล่าวสมาชิกผู้นั้นในทางใด ๆ มิได้ เอกสิทธินี้คุ้มครองไปถึงผู้พิมพ์และผู้โฆษณารายงานการประชุมโดยคำสั่งของสภาและคุ้มครองไปถึงบุคคลที่สภาเชิญ มาแถลงข้อเท็จจริง หรือแสดงความเห็นในที่ประชุมด้วย
const_2489_s_43,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,43,content,,,content,สมัยประชุมของพฤฒสภาและของสภาผู้แทน ย่อมเริ่มต้นและสิ้นสุดลงพร้อมกัน
const_2489_s_44,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,44,content,,,content,ในปีหนึ่งให้มีสมัยประชุมสามัญของสภาทั้งสอง สมัยหนึ่งหรือหลายสมัยแล้วแต่สภาผู้แทนจะกำหนด การประชุมครั้งแรกต้องกำหนดให้สมาชิกได้มาประชุมภายในสามสิบวันนับแต่วันเลือกตั้ง วันเริ่มสมัยประชุมสามัญประจำปีให้สภาผู้แทนเป็นผู้กำหนด
const_2489_s_45,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,45,content,,,content,สมัยประชุมการ ญสมัยหนึ่ง ๆ มีกำหนดเวลา เก้าสิบวัน แต่พระมหากษัตริย์ จะโปรดเกล้า ฯ ให้ขยายเวลา ออกไปก็ได้ อนึ่ง ในระหว่างเวลาเก้าสิบวันนั้น - จะโปรดเกล้า ฯ ให้ ปิดประชุมก็ได้
const_2489_s_46,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,46,content,,,content,พระมหากษัตริย์ทรงเรียกประชุมพฤฒสภา และสภาผู้แทนตามสมัยประชุม ทรงเปิดและปิดประชุม พิธีเปิดประชุมจะทรงพระกรุณาเสด็จพระราชดำเนินมา ทรงทำหรือลงโปรดเกล้า ฯ ให้รับเชตนายาที่บรรลุนิติภาวะแล้ว หรือผู้ใดผู้หนึ่งกระทำพิธีแทนพระองค์ก็ได้
const_2489_s_47,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,47,content,,,content,เมื่อเป็นการทำในเพื่อประโยชน์ของแผ่นดิน พระมหากษัตริย์จะทรงเรียกประชุมวิสามัญแห่งสภาทั้งสองก็ ได้
const_2489_s_48,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,48,content,,,content,สภาิกฤติสภาและสภาผู้แทนทั้งสองสภา หรือสมาชิกของแต่ละสภา จำนวนไม่ต่ำกว่าหนึ่งในสาม ของจำนวนสมาชิกของทั้งสองสภา มีสิทธิเข้าชื่อร้องขอให้ นำความกราบบังคมทูลขอให้ทรงเรียกปราชุมวิสามัญแห่งสภา ทั้งสองได้ คำร้องขอดังกล่าวในวรรคก่อน ถ้าเป็นของสมาชิกแห่ง สภาใด ก็ให้ยื่นต่อประธานแห่งสภานั้น ถ้าเป็นของสมาชิก ทั้งสองสภา ก็ให้ยื่นต่อประธานแห่งสภาที่มีสมาชิกเข้าชื่อ มีจำนวนมากกว่า ถ้ามีจำนวนมากเท่ากัน ก็ให้ยื่นต่อประธาน พฤฒสภา ให้ประธานแห่งสภาที่ได้รับคำร้องขอนำความกราบบังคม ทูลและรับสนองพระบรมราชโองการ
const_2489_s_49,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,49,content,,,content,ในระหว่างสมัยประชุม ผู้ใดจะฟ้องสมาชิก พฤฒสภา หรือสมาชิกสภาผู้แทนในทางอาญา ศาลจะต้อง ได้รับอนุญาตจากสภาที่ผู้นั้นเป็นสมาชิกก่อนจึงพิจารณาได้ แต่การพิจารณาคดีนั้น ต้องมิให้เป็นการขัดขวางต่อการที่ สมาชิกผู้นั้นจะมาเข้าประชุม การพิจารณาคดีที่ศาลได้กระทำไปก่อนมีคำอ้างว่า จำเลย เป็นสมาชิกของสภาใดสภาหนึ่งนั้น ย่อมเป็นอันใช้ได้ 3.3
const_2489_s_50,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,50,content,,,content,ในระหว่างสมัยประชุม ห้ามมิให้จับหรือ หมายเรียกตัวสมาชิกพฤษสภา หรือสมาชิกสภาผู้แทนไป กักขัง เว้นไว้แต่จับในขณะกระทำผิด แต่ต้องรีบรายงาน ไปยังประธานแห่งสภาที่ผู้นั้นเป็นสมาชิก ประธานแห่งสภา นั้นอาจสั่งปล่อยผู้ถูกจับให้ฟื้นจากการกักขังได้
const_2489_s_51,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,51,content,,,content,ถ้าสมาชิกพฤษสภาหรือสภาผู้แทนถูกกักขัง ในระหว่างสอบสวนหรือพิจารณาอยู่ก่อนสมัยประชุม เมื่อ ถึงสมัยประชุม พนักงานสอบสวนหรือศาลแล้วแต่กรณีจะ ต้องสั่งปล่อย ถ้าหากสภาที่ผู้นั้นเป็นสมาชิกได้ร้องขอ คำสั่งปล่อยตามความในวรรคก่อนให้มีผลบังคับตั้งแต่ วันสั่งปล่อย จนถึงวันสุดท้ายแห่งสมัยประชุม
const_2489_s_52,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,52,content,,,content,ร่างพระราชบัญญัติให้เสนอต่อสภาผู้แทนก่อน เมื่อสภาผู้แทนได้พิจารณาลงมติให้ใช้ได้แล้ว ให้นำเสนอ ต่อพฤษสภา ถ้าพฤษสภาพิจารณาลงมติเห็นชอบด้วยโดย ไม่แก้ไขแล้ว ก็ให้ดำเนินการต่อไปตามความในมาตรา 20 ถ้าหากพฤษสภาลงมติไม่เห็นชอบด้วย ก็ให้ส่งร่างพระ บัญญัตินั้นกลับคืนมาให้สภาผู้แทนพิจารณาใหม่ ถ้าสภา ตู้แทนลงมติเห็นชอบตามพฤฒสภาแล้วก็ให้ถือว่าร่างพระราชบัญญัตินั้นเป็นอันตกไป ถ้าพฤฒสภาลงมติให้แก้ไขเพิ่มเติม ก็ให้ส่งร่างพระราชบัญญัตินั้นกลับคืนมาให้สภาผู้แทนพิจารณาใหม่ ถ้าสภาผู้แทนลงมติเห็นชอบตามที่พฤฒสภาแก้ไขเพิ่มเติมมา ก็ให้ดำเนินการต่อไปตามความในมาตรา 20 ถ้าหากสภาผู้แทนลงมติยืนยันตามเดิมในร่างพระราชบัญญัติที่ส่งกลับคืนมาตามความในวรรคสอง หรือวรรคสาม ด้วยคะแนนเสียงมากกว่ากึ่งของจำนวนสมาชิกทั้งหมดแล้ว ก็ให้ถือว่าร่างพระราชบัญญัตินั้น เป็นอันได้รับความเห็นชอบจากรัฐสภา และให้ดำเนินการต่อไปตามความในมาตรา 20
const_2489_s_53,const_2489,full,2489,1946,Constitution 2489,early_democracy,civilian,,3,อำนาจนิติบัญญัติ,4,บทที่ใช้แก่สภาทั้งสอง,53,content,,,content,ร่างพระราชบัญญัติเกี่ยวด้วยการเงินนั้น จะเสนอได้โดยคณะรัฐมนตรี หรือโดยสมาชิกสภาผู้แทน ซึ่งมีนายกรัฐมนตรีรับรอง ร่างพระราชบัญญัติเกี่ยวด้วยการเงินนั้น หมายความถึง ร่างพระราชบัญญัติว่าด้วยข้อความต่อไปนี้ทั้งหมด หรือแต่ข้อใดข้อหนึ่ง กล่าวคือ การตั้งขึ้นหรือยกเลิก หรือลด หรือเปลี่ยนแปลงแก้ไข หรือผ่อน หรือวางระเบียบการบังคับอัน เกี่ยวกับการภาษีหรืออากร หรือว่าด้วยเงินตรา การจัดสรร รับ รักษา หรือจ่ายเงินแผ่นดิน หรือการกู้เงิน หรือการ ประกัน หรือการใช้เงินกู้ ในกรณีเป็นที่สงสัย ให้เป็นอำนาจของประธานแห่งสภา ผู้แทนที่จะวินิจฉัยว่าร่างพระราชบัญญัติใดเป็นร่างพระราช บัญญัติเกี่ยวด้วยการเงินหรือไม่
